CNS,COD_IDENTIFICACAO_UNICA,DAT_INSTALACAO,DSC_BAIRRO_SERVENTIA,DSC_CEP_SERVENTIA,DSC_COMPLEMENTO,DSC_DENOMINACAO_SERVENTIA,DSC_DISTRITO,DSC_EMAIL_SERVENTIA,DSC_END_SERVENTIA,DSC_SUB_DISTRITO,DS_CIDADE,FLG_STATUS,IND_TIPO_SITUACAO,IND_UF,NUM_CNPJ_SERVENTIA,NUM_FAX_SERVENTIA,SEQ_DADOS_SERVENTIA,atribuicoes,cidade,cidade_id,decisao_atual,estado,estado_id,estado_sigla,num_telefone_serventia,num_telefone_serventia_2,responsavel
00.449-9,004499,1967-03-19,GLORIA,69027640,,CARTORIO DO 6º OFICIO DO REGSITRO CIVIL DAS PESSOAS NATURAIS,,CARTORIO6OFICIO@BOL.COM.BR,"RUA LOURIVAL MUNIZ, Nº 454,",,MANAUS,1,0,AM,04403945000105,2147483647,8646,Registro Civil das Pessoas Naturais,Manaus,112,PROVIDO,Amazonas,3,AM,9236739096,,SELMA MARIA LIRA BARROS
00.490-3,004903,1903-12-09,Centro,69020011,Entre as ruas Dr. Machado e Leonardo Malcher,Cartório do Registro Especial de Títulos e Documentos,,rtdmanaus@hotmail.com,"Av. Getúlio Vargas, 1149",,MANAUS,1,0,AM,04536546000112,32333779,10216,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Manaus,112,PROVIDO,Amazonas,3,AM,9232346669,9232333779,MARIA DA CONCEIçãO CASTRO LOPES
13.081-5,130815,1990-10-01,Praca 14 de Janeiro,69020090,prox. ao TRT 11º REGIÃO,4o. Tabelião de Notas  da Capital,,quartoofnotas@hotmail.com,"Avenida Tefé, nº. 782 - antiga Rua Dr. Machado.",,MANAUS,1,1,AM,63646525000119,,13203,Notas,Manaus,112,VAGO,Amazonas,3,AM,9236376750,,ANA DE FATIMA ABREU CHAGAS
14.484-0,144840,2006-06-06,Centro,69005140,,TABELIONATO DE NOTAS E REGISTRO DE CONTRATOS MARÍTIMOS,,cartorio_maritimo@hotmail.com,"Avenida Sete de Setembro, nº. 98",,MANAUS,1,0,AM,08008284000174,,14386,Registro de Contratos Marítimos,Manaus,112,VAGO,Amazonas,3,AM,9230303535,,CARLOS GOMES DA ROCHA
14.834-6,148346,1902-01-01,Nossa Senhora de Aparecida,69010300,,Cartório Distrital de Registro Civil de Tabocal,8º,segundorcpn.certidoes@hotmail.com,"Rua Alexandre Amorim, nº. 528",,MANAUS,1,0,AM,04812509000190,,14958,Registro Civil das Pessoas Naturais,Manaus,112,SEM DECISÃO ORIGINAL,Amazonas,3,AM,9232328818,,MARIA DA GRAçA DE MIRANDA SALES
09.651-1,096511,1994-07-08,Liberdade,69309000,,CARTÓRIO DO 2 OFICIO - CISCUNSC JUDICIARIA DE RORAIMA,,tb2oficio@tjrr.jus.br,"Av. Ataíde Teive, nº 2042",,BOA VISTA,0,0,RR,00834865000153,2147483647,507,Notas -> Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais,Boa Vista,139,VAGO - SUB JUDICE,Roraima,4,RR,9536252571,,WAGNER MENDES COELHO
09.655-2,096552,1918-01-07,CENTRO,69301250,,SERVENTIA DO REGISTRO DE IMÓVEIS DA COMARCA DE BOA VISTA-RR,,criboavista@tjrr.jus.br,"AVENIDA GLAYCON DE PAIVA, N. 252",,BOA VISTA,1,0,RR,05956636000125,,1972,Registro de Imóveis,Boa Vista,139,VAGO,Roraima,4,RR,9532240756,9536239701,NERLI DE FARIA ALBERNAZ
15.829-5,158295,1994-07-08,Asa Branca,69312244,,"Tabelionato de Notas, Registro Civil, Protestos e Registro de Pessoas Naturais e Jurídicas do 2° Ofício da Comarca de Boa Vista/RR/Cartório Daniel Aquino",,2oficioboavista@gmail.com,"Av, Gal Ataíde Teive, 4307,",,BOA VISTA,1,0,RR,23980088000150,,15934,Notas -> Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais,Boa Vista,139,PROVIDO,Roraima,4,RR,9536274186,9530142016,DANIEL ANTONIO DE AQUINO NETO
06.809-8,068098,1920-01-24,Comércio,66015020,,Cartório Ribamar Santos- 5º Ofício de Notas,,cartrsantos@ig.com.br,"Rua Senador Manoel Barata, nº 203",,BELEM,1,0,PA,04139317000164,2147483647,14,Notas,Belém,170,VAGO,Pará,5,PA,9132232414,,MARIA ALICE ARAUJO SANTOS
06.793-4,067934,1908-10-20,Cidade Velha,66015260,,CARTÓRIO PRIVATIVO DE CASAMENTOS 1 DISTRITO,1º Distrito,casamentospa@bol.com.br,"FORUM CIVEL, PRAÇA FELIPE PATRONI S/N",,BELEM,1,1,PA,05097305000187,9132052779,15,Registro Civil das Pessoas Naturais,Belém,170,VAGO,Pará,5,PA,9132052153,,AUREA TAVARES MARTINS
06.857-7,068577,1960-04-27,CAMPINA,66015020,,TABELIONATO DE PROTESTO II OF.MOURA PALHA,,contato@tabelionatomourapalha.com.br,RUA SENADOR MANOEL BARATA Nº 217,,BELEM,1,0,PA,05026406000167,2147483647,20,Protesto de Títulos,Belém,170,PROVIDO,Pará,5,PA,9132238771,9132233763,ARMANDO CESAR PIMENTEL DE MOURA PALHA
06.587-0,065870,1801-10-29,COMÉRCIO,66019040,,CARTORIO CHERMONT 1O. OFICIO DE NOTAS,,ZENO@AMAZONET.COM.BR,TV. FRUTUOSO GUIMARÃES Nº 227,,BELEM,1,0,PA,04071411000129,2147483647,24,Notas,Belém,170,VAGO,Pará,5,PA,9132425000,,ZENO AUGUSTO BASTOS VELOSO
06.571-4,065714,1841-03-08,NAZARÉ,66035170,,CARTORIO 2º OFÍCIO DE NOTAS,,eleonora.alves1@hotmail.com,AVENIDA NAZARÉ 339,,BELEM,1,0,PA,04748562000179,9132231879,337,Notas -> Registro de Imóveis e Títulos e Documentos,Belém,170,PROVIDO,Pará,5,PA,9132300577,9191124343,ELEONORA MARIA MOREIRA DE CASTRO ALVES
06.685-2,066852,1935-01-16,Nazaré,66040020,ENTRE GOV. JOSÉ MALCHER E MAGALHÃES BARATA,Cartório do 3º Ofício de Registro Civil,BELÉM,ejbs.terceiro@hotmail.com,Av. Alcindo Cacela 1392,BELEM,BELEM,1,0,PA,63886964000107,,532,Registro Civil das Pessoas Naturais,Belém,170,VAGO,Pará,5,PA,9132468071,,MARIA MATTOS RAYOL SANTOS
06.588-8,065888,1864-11-14,CREMAÇÃO,66045315,ENTRE RUA DOS MUNDURUCUS E AV. CONSELHEIRO FURTADO,CARTÓRIO DE REGISTRO DE IMÓVEIS 1º OFÍCIO,,financeiro@primeirosribelem.com.br,"TV. QUINTINO BOCAIÚVA, 2125",,BELEM,1,0,PA,04137295000101,,558,Registro de Imóveis,Belém,170,PROVIDO,Pará,5,PA,9132834810,9133422610,CLEOMAR CARNEIRO DE MOURA
06.843-7,068437,1913-03-31,SAO BRAS,66063390,,QUARTO OFICIO DE NOTAS CARTORIO CONDURU,,antoniocunha@conduru.com.br,"TRAVESSA TRES DE MAIO, 1503",,BELEM,1,1,PA,04139473000125,2147483647,576,Notas,Belém,170,PROVIDO,Pará,5,PA,9132494005,9132317999,REGINALDO PINHEIRO DA CUNHA
06.695-1,066951,1890-01-02,Vila,66910220,,Cartório do Registro Civil e de Notas do Único Ofício (Mosqueiro),Mosqueiro,cartoriolameira@gmail.com,Travessa Carlos Bentes,,BELEM,1,1,PA,04978615000148,,597,Registro de Interdições e Tutelas -> Notas -> Registro Civil das Pessoas Naturais,Belém,170,VAGO,Pará,5,PA,9188921840,9196189443,ANA LUZIA VALOIS LAMEIRA
06.777-7,067777,1960-03-14,NAZARE,66035415,,CARTORIO KOS MIRANDA 6º OFICIO DE NOTAS DE BELEM-PA,,cartoriokosmiranda@hotmail.com,AVENIDA BRAS DE AGUIAR Nº 668,,BELEM,1,0,PA,04139481000171,2147483647,618,Notas,Belém,170,PROVIDO,Pará,5,PA,9132123255,,RAIMUNDA TEREZINHA DE KOS MIRANDA
06.605-0,066050,1905-05-31,PONTA GROSSA,68812020,,CARTORIO GIVALDO ARAUJO,ICOARACI,cga@cartoriogivaldoaraujo.com.br,"RUA MANOEL BARATA, 1059",,BELEM,1,1,PA,14769513000176,,690,Notas -> Registro Civil das Pessoas Naturais,Belém,170,PROVIDO,Pará,5,PA,9132473308,9132471282,GIVALDO GOMES DE ARAUJO
06.853-6,068536,1923-11-25,TELÉGRAFO,66113000,,SERVIÇO REGISTRAL E NOTARIAL VAL DE CÃES,,cartoriovaldecaes@hotmail.com,"AVENIDA SENADOR LEMOS, 1422",,BELEM,1,0,PA,83366237000118,9132445922,789,Notas -> Registro Civil das Pessoas Naturais,Belém,170,PROVIDO,Pará,5,PA,9132549808,,ACILINO ARAGÃO MENDES
06.565-6,065656,1932-07-09,UMARIZAL,66050520,,CART REG CIVIL NASC E OBITOS SEGUNDO OFICIO BELEM,,cartorio@guedesdeoliveira.com.br,"TRAVESSA SOARES CARNEIRO, 699 - A",,BELEM,1,0,PA,22981666000100,9132050005,838,Registro Civil das Pessoas Naturais,Belém,170,PROVIDO,Pará,5,PA,9132050000,9132050006,LUIZA CRISTINA CASTELO BRANCO GUEDES DE OLIVEIRA
06.611-8,066118,1920-01-01,Centro,66017010,,Cartório de Protesto Vale Veiga 1º Ofício,,salvio.bel@terra.com.br,Rua Aristides Lobo 468,,BELEM,1,1,PA,04148938000104,2147483647,851,Protesto de Títulos,Belém,170,PROVIDO,Pará,5,PA,9132247611,,SALVIO ALBERTINO DE MIRANDA CORREA JUNIOR
06.563-1,065631,1960-04-02,CAMPINA,66015360,,2º Ofício de Registro de Títulos e Documentos e Civil de Pessoas Jurídicas - Cartório Valle Chermont,,vallechermont@vallechermont.com.br,PRAÇA SALDANHA MARINHO Nº 90,,BELEM,1,0,PA,04137253000162,2147483647,924,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Belém,170,PROVIDO,Pará,5,PA,9132426339,,CARLOS ALBERTO DO VALLE E SILVA CHERMONT
06.759-5,067595,1961-07-19,Pedreira,66087640,,CARTÓRIO ELEONOR MENDES CARVALHO DO 4º CARTÓRIO,,cartorioquartooficio@yahoo.com.br,"Av. Visconde de Inhaúma, 1781",,BELEM,1,0,PA,04702759000177,2147483647,1075,Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas,Belém,170,PROVIDO,Pará,5,PA,9132267365,,ELYZETTE MENDES CARVALHO
06.841-1,068411,1933-06-24,CAMPINA,66010060,,OFICIO DE NOTAS E REGISTRO DE CONTRATOS MARÍTIMOS - CARTÓRIO MARÍTIMO - TABELIÃO MORAES,,frolimo@ig.com.br,"RUA GASPAR VIANA, Nº 490",,BELEM,1,0,PA,05142211000182,9132221175,1113,Notas -> Registro de Contratos Marítimos,Belém,170,PROVIDO,Pará,5,PA,9132222032,9132221175,JOSÉ AUGUSTO PONTES MORAES
06.643-1,066431,1891-08-11,CAMPINA,66017050,,CARTORIO DE REGISTRO CIVIL NASCIMENTO E ÓBITOS 1º OFICIO,,primeirocartorio@guedesdeoliveira.com.br,"RUA Ó DE ALMEIDA, 618",,BELEM,1,0,PA,34679613000119,2147483647,7028,Registro Civil das Pessoas Naturais,Belém,170,CONVERSÃO EM DILIGÊNCIA,Pará,5,PA,9132121088,,LUIS ANDRé GUEDES DE OLIVEIRA
06.796-7,067967,1866-03-24,Pedreira,66085005,,Cartório Queiroz Santos - 3º Ofício de Notas,,queirozsantos@veloxmail.com.br,"Av. Pedro Miranda, 849",,BELEM,1,1,PA,04696308000174,32332749,8421,Notas,Belém,170,VAGO,Pará,5,PA,9132640001,9132596236,KARLA MEIRELLES DE QUEIROZ SANTOS NOGUEIRA
06.656-3,066563,1960-11-07,CIDADE VELHA,66015260,,"CARTÓRIO DE REGISTRO ESPECIAL DE TÍTULOS, DOCUMENTOS e OUTROS PAPEIS - 1º OFÍCIO",,crtd1oficiotje@oi.com.br,"PRAÇA FELIPE PATRONI S/N - Fórum CíVEL, 2º Andar, Sala 207",,BELEM,1,0,PA,04978524000102,2147483647,8426,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Belém,170,VAGO - SUB JUDICE,Pará,5,PA,9132052843,,REGINA CÉLIA MARTINS NUNES
06.840-3,068403,1933-11-23,NAZARÉ,66035220,,CGJPA / CARTÓRIO DE RESGISTRO DE IMÓVEIS - 2º OFÍCIO,,registrodeimoveis@segundooficio.com.br,"TRAV. RUI BARBOSA , 1200",,BELEM,1,0,PA,04137048000105,,8447,Registro de Imóveis,Belém,170,VAGO - SUB JUDICE,Pará,5,PA,9132418421,,LUIZIEL HENDERSON GUEDES DE OLIVEIRA
13.953-5,139535,,,,,Cartório do Ofício Único de Vila de Cotijuba ,,,não instalado criado pela Lei 6881/2006,,BELEM,0,,PA,,,14081,,Belém,170,INATIVA,Pará,5,PA,,,
13.954-3,139543,,,,,Serviço de Registro de Imóveis do 3o. Ofício,,,não instalado,,BELEM,0,,PA,,,14082,,Belém,170,INATIVA,Pará,5,PA,,,
14.924-5,149245,1111-11-11,NÃO INSTALADO,,,CARTÓRIO DE PROTESTO DE TÍTULOS DO 3º OFÍCIO ,,naoinstalado@naoinstalado.br,NÃO INSTALADO,,BELEM,0,0,PA,00000000000000,,15049,Protesto de Títulos,Belém,170,INATIVA,Pará,5,PA,,,
00.507-4,005074,1998-08-05,BURITIZAL,68902880,,2º OFÍCIO DE NOTAS E ANEXOS,,cc.passos@terra.com.br,"RUA SANTOS DUMONT, 2723",,MACAPA,1,0,AP,02618351000196,9632422491,7279,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas -> Notas,Macapá,303,PROVIDO,Amapá,6,AP,9632424000,9632424003,MARIA CRISTIANE DA SILVA PASSOS
00.511-6,005116,1900-01-01,Central,68900098,Em frente a igreja Universal,Cartório Jucá Cruz,,cartorio1ofcmacapa@hotmail.com,"Rua Tiradentes, 876",,MACAPA,1,0,AP,18210936000102,,7769,Registro de Contratos Marítimos -> Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais -> Notas -> Registro de Interdições e Tutelas,Macapá,303,PROVIDO,Amapá,6,AP,9632252954,,FRANCISCO ERIONALDO CRUZ JúNIOR
00.524-9,005249,2015-11-17,VIEIRA,68913000,,Cartório de Registros Públicos e Tabelionato,BAILIQUE,cartoriobailique@gmail.com,"VILA PROGRESSO, PASSARELA NOEMIA AMANAJÁS",,MACAPA,1,1,AP,04977899000158,0,10448,Notas -> Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas -> Protesto de Títulos -> Registro de Imóveis -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro de Imóveis e Títulos e Documentos,Macapá,303,VAGO,Amapá,6,AP,9633321117,,MANOEL QUEIROZ BARBOSA
00.523-1,005231,1894-06-13,Central,68908197,,REGISTRO DE IMÓVEIS,,1oficiodeimoveismcp@gmail.com,"Avenida Ernestino Borges, 923",,MACAPA,1,0,AP,04181640000104,2147483647,10676,Registro de Imóveis,Macapá,303,PROVIDO,Amapá,6,AP,9632234888,,NINO JESUS ARANHA NUNES
15.676-0,156760,2013-07-31,LAGUINHO,68908181,Esquina com Avenia Pedro Américo,3º OFÍCIO DE NOTAS E ANEXOS DE MACAPÁ - CARTÓRIO VALES,Macapá,contato@cartoriovales.com.br,R GENERAL RONDON 45,Macapá,MACAPA,1,0,AP,18218002000117,,15753,Registro de Contratos Marítimos -> Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais -> Notas -> Registro de Títulos e Documentos,Macapá,303,PROVIDO,Amapá,6,AP,9632270918,,VICTOR RIBEIRO FONSECA VALES
12.646-6,126466,1997-05-05,CENTRO,77006022,,2. TABELIONATO DE NOTAS DE PALMAS,,segundotabelionato@terra.com.br,"QD. 104 Norte, Avenida LO-2, Conjunto 04, Lote 22,",,PALMAS,1,0,TO,00064950000180,,3456,Notas,Palmas,443,PROVIDO,Tocantins,7,TO,6332167200,6332152272,SAGRAMOR ANGELA PICCOLI
12.643-3,126433,1989-06-16,centro,77006044,,1º TABELIONATO DE NOTAS,sede,acaiaba@uol.com.br,"Avenida JK. Qd. ACSVNE-12, lote 19",,PALMAS,1,0,TO,03644097000163,6332151066,4679,Notas,Palmas,443,PROVIDO,Tocantins,7,TO,6332154376,,EMANUEL ACAIABA REIS DE SOUSA
12.745-6,127456,1994-03-01,JARDIM AURENY II,77270000,,CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS E TABELIONATO DE NOTAS,,flavio@cartoriotaquaralto.com.br,"RUA 09, QUADRA 06, LOTE 17",,PALMAS,1,0,TO,97437032000190,35711572,6216,Registro Civil das Pessoas Naturais -> Notas,Palmas,443,PROVIDO,Tocantins,7,TO,6335712400,6335711572,FLÁVIO HENRIQUE DE OLIVEIRA
12.698-7,126987,1994-05-26,TAQUARUÇU,77080060,,CARTÓRIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS,TAQUARUÇU,tabelionatotaquarucu@uol.com.br,"AVENIDA BELO HORIZONTE, QD 72, LOTE 07",,PALMAS,1,0,TO,00893394000154,,6300,Notas -> Registro Civil das Pessoas Naturais,Palmas,443,PROVIDO,Tocantins,7,TO,6335541118,6335541500,MARLEIDE RIBEIRO MAXIMO
12.761-3,127613,1989-06-16,PLANO DIRETOR,77016002,,CARTORIO DE REGISTRO DE IMOVEIS DA COMARCA DE PALMAS-TO,,sri.palmas@gmail.com,"QD. ACSUSO-50, CONJ. 01, LOTE 06 - TÉRREO E 1º PAVIMENTO",,PALMAS,1,0,TO,33575812000114,,6304,Registro de Imóveis,Palmas,443,VAGO - SUB JUDICE,Tocantins,7,TO,6332364700,6332364701,ISRAEL SIQUEIRA DE ABREU CAMPOS
12.670-6,126706,1990-05-09,Centro,77021640,,Cartorio de Registro Civil,Palmas,registropalmas@hotmail.com,404 sul avenida LO 11 Lote 10,,PALMAS,1,0,TO,01874203000170,6332171516,8598,Registro de Interdições e Tutelas -> Registro Civil das Pessoas Naturais,Palmas,443,PROVIDO,Tocantins,7,TO,6332141075,,ROSANGELA RIBEIRO ALVES
12.703-5,127035,1990-11-30,PLANO DIRETOR SUL,77020098,,"CARTÓRIO DE REGISTRO CIVIL DE PESSOAS JURÍDICAS, TÍTULOS E DOCUMENTOS E TABELIONATO DE PROTESTOS DA COMARCA DE PALMAS-TO",,ghm2000@uol.com.br,108 SUL - AVENIDA LO 03 - LOTE 24,,PALMAS,1,0,TO,26750752000163,6332159901,10842,Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro de Títulos e Documentos,Palmas,443,PROVIDO,Tocantins,7,TO,6332159900,,GERALDO HENRIQUE MOROMIZATO
03.000-7,030007,1965-07-27,Centro,65015330,,Cartório de Registro Civíl da 2ª Zona,SÃO LUÍS,saoluis.2rcpn@yahoo.com.br,"Rua do Norte, nº 580,",SÃO LUÍS,SAO LUIS,1,0,MA,13295295000112,,979,Registro Civil das Pessoas Naturais,São Luís,635,PROVIDO,Maranhão,8,MA,9832214996,,ROSSELINE PRIVADO RODRIGUES
02.997-5,029975,1966-10-26,CENTRO,65015160,,CARTÓRIO DA 2ª ZONA DE REGISTROS DE IMOVEIS,,cartorioimoveisjurandyleite@gmail.com,"RUA GODOFREDO VIANA, 123",,SAO LUIS,1,0,MA,07518350000193,,2511,Registro de Imóveis,São Luís,635,PROVIDO,Maranhão,8,MA,9832327692,9832215359,JURANDY DE CASTRO LEITE
03.101-3,031013,1965-05-12,João Paulo,65040060,,SÃO LUIS QUARTO CARTÓRIO OFÍCIO DE NOTAS,,cartorioalvimarbrauna@gmail.com,"Rua Aracajú, nº103",,SAO LUIS,1,0,MA,07006786000101,,10914,Notas,São Luís,635,VAGO,Maranhão,8,MA,9832431405,9832435695,JACQUELINE ROCHA BRAÚNA
02.998-3,029983,1950-12-30,Calhau,65071380,"Qd 36, Sl 36",Cartório de Notas do 3º Ofício,,contato@3cartoriosaoluis.com.br,"Av. dos Holandeses, Quadra 36, Loja 36, SHOPPING DO AUTOMÓVEL",,SAO LUIS,1,0,MA,11673286000192,32329390,11087,Notas,São Luís,635,CONVERSÃO EM DILIGÊNCIA,Maranhão,8,MA,9832314817,9832329390,GUSTAVO ANIBAL MACEDO COELHO
02.970-2,029702,1891-05-20,Centro,65010310,,1ºCartório de Registro de Imóveis,,sri1zona.slz@gmail.com,"Rua do Sol, 65",,SAO LUIS,1,0,MA,07149768000170,,11090,Registro de Imóveis,São Luís,635,VAGO,Maranhão,8,MA,9832216081,,RICARDO DA SILVA GONÇALVES
03.100-5,031005,1919-03-24,CENTRO,65015370,SÃO LUIS-MA,SÃO LUÍS 1º CART DE REG DE PROTESTO E OUTROS TITULOS DA COMARCA DA CAPITAL,,cartoriodeprotestoslz@yahoo.com.br,RUA DO PASSEIO 175,,SAO LUIS,1,0,MA,05757950000189,,11131,Protesto de Títulos,São Luís,635,PROVIDO,Maranhão,8,MA,9832213396,9832313091,NORIS SERRA MARANHÃO
02.992-6,029926,1919-03-24,Centro,65010170,,Cantuária de Azevedo Registro de Títulos e Documentos e Registro Cívil de Pessoas Jurídicas,,contato@cantuariadeazevedo.com.br,Beco Catarina Mina 84,,SAO LUIS,1,0,MA,11011392000100,,11152,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Luís,635,PROVIDO,Maranhão,8,MA,9832317062,,JOSé TADEU CANTUáRIA DE AZEVEDO
03.138-5,031385,1918-01-01,COHAB/ANIL,65055220,,SERVENTIA EXTRAJUDICIAL DE REGISTRO CIVIL DA 4ª ZONA,MARANHÃO,cartorio4zona@hotmail.com,"AV. JERÔNIMO DE ALBUQUERQUE, 205",SEDE,SAO LUIS,1,0,MA,01931311000137,,11187,Registro Civil das Pessoas Naturais,São Luís,635,PROVIDO,Maranhão,8,MA,9830890731,,ENOCH RIBEIRO DE VASCONCELOS
03.177-3,031773,1766-07-08,Centro,65020590,,Tabelionato do Primeiro Ofício da Capital,,cartoriotitosoares@gmail.com,"Rua do Sol, 156/A",,SAO LUIS,1,0,MA,05632120000125,2147483647,11191,Notas,São Luís,635,PROVIDO,Maranhão,8,MA,9832319142,,Tito Antonio de Sousa Soares
03.001-5,030015,1949-06-02,JOÃO PAULO,65040020,,CARTÓRIO DE REGISTRO CÍVIL DA 3ª ZONA - JOÃO PAULO,,mjpinheiro@tjma.jus.br,"AVENIDA SÃO MARÇAL, 261",,SAO LUIS,1,0,MA,06303770000190,,11203,Registro Civil das Pessoas Naturais,São Luís,635,PROVIDO,Maranhão,8,MA,9832434477,,MARGARIDA JESUS PINHEIRO
03.137-7,031377,1984-06-05,São Francisco,65076810,,Serventia Extrajudicial de Pessoas Naturais da 5ª Zona,sede,nubia_sorte@hotmail.com,"Rua Ribeiro do Amaral, nº 08",,SAO LUIS,1,0,MA,11045630000107,,11217,Registro Civil das Pessoas Naturais,São Luís,635,PROVIDO,Maranhão,8,MA,9832356191,,NúBIA MARIA LEMOS SILVA
02.977-7,029777,1700-01-01,Centro,65010160,,2° Ofício de Notas,sede,cartorio2oficionotas@gmail.com,"Rua Direta, 402,",,SAO LUIS,1,0,MA,02814475000147,2147483647,11283,Notas,São Luís,635,PROVIDO,Maranhão,8,MA,9832212419,,CELSO DA CONCEIçãO COUTINHO
15.668-7,156687,2013-06-20,CALHAU,65071971,LOJA 19,2º TABELIONATO DE PROTESTO DE LETRAS E OUTROS TÍTULOS DE CRÉDITOS,Sede,cartorio.carvalho@ymail.com,"SHOPPING DO AUTOMÓVEL, AV. DOS HOLANDESES, QUADRA 36,  Nº 01, CALHAU. CEP 65.071-971",Sede,SAO LUIS,1,0,MA,18360302000136,9833036413,15739,Protesto de Títulos,São Luís,635,PROVIDO,Maranhão,8,MA,9833036413,9833036415,PAULO DE TARSO GUEDES CARVALHO
15.671-1,156711,2013-06-18,Jardim Renascença,65075441,Lojas 07 e 08,5º TABELIONATO DE NOTAS DA CAPITAL,,cartorio@5oficiosaoluis.com.br,"Av. Colares Moreira, nº. 02, Edifício Planta Tower",,SAO LUIS,1,0,MA,18319173000132,,15742,Notas -> Registro de Contratos Marítimos,São Luís,635,PROVIDO,Maranhão,8,MA,9833037155,,JULIANA PEREIRA SOARES
15.672-9,156729,2013-06-19,Anjo da Guarda,65085581,"Qd. 167, Loja 04",8º TABELIONATO DE NOTAS,,tabelia@8tabelionato.not.br,"Av. dos Portugueses, nº 100, Qd. 167, Loja 04",,SAO LUIS,1,0,MA,18300123000103,,15743,Notas -> Registro de Contratos Marítimos,São Luís,635,PROVIDO,Maranhão,8,MA,9832282635,9830158008,EVELISE CRESPO GONÇALVES MEISTER
15.674-5,156745,2013-07-08,Cohab Anil I,65051210,"Setor 01, Loja 08",6º TABELIONATO DE NOTAS DE SÃO LUÍS,,contato@6tabelionato.not.br,"Avenida Jerônimo de Albuquerque, nº 619",,SAO LUIS,1,0,MA,18535037000180,,15745,Notas -> Registro de Contratos Marítimos,São Luís,635,PROVIDO,Maranhão,8,MA,9830156006,,PEDRO HENRIQUE DE CAVALCANTE LIMA
15.679-4,156794,2013-06-21,COHAMA,65074115,Loteamento Bella Vista,7º TABELIONATO DE NOTAS DE SÃO LUIS,,contato@cartoriosaoluis.not.br,"AV. DANIEL DE LA TOUCHE, Nº 06, QD D, ÁREA 1",,SAO LUIS,1,0,MA,18381415000118,,15765,Notas -> Registro de Contratos Marítimos,São Luís,635,PROVIDO,Maranhão,8,MA,9832562266,9832567488,GUSTAVO DAL MOLIN DE OLIVEIRA
15.695-0,156950,2013-09-12,Calhau,65071380,,2º OFÍCIO DE REGISTRO DE TÍTULOS E DOCUMENTOS E CIVIL DE PESSOAS JURÍDICAS - SÃO LUIS/MA,,contato@2rtdsaoluis.com,"AV DOS HOLANDESES, QD. 36, L. 26 - SHOPPING DO AUTOMOVEL",,SAO LUIS,1,0,MA,18900172000187,,15781,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,São Luís,635,SEM DECISÃO ORIGINAL,Maranhão,8,MA,9833039431,,THYAGO RIBEIRO SOARES
15.711-5,157115,,,,,2º Ofício de Registro de Títulos e Documentos e das Pessoas Jurídicas de São Luíz,,corregedoria@cnj.jus.br,Corregedoria do Estado do Maranhão,,SAO LUIS,1,,MA,,,15814,,São Luís,635,PROVIDO,Maranhão,8,MA,6123264643,,
07.966-5,079665,1963-06-05,CENTRO,64000200,,TERESINA CARTORIO 3º OFICIO DE NOTAS,,atendimento@cartoriotsampaio.com.br,RUA LIZANDRO NOGUEIRA 1223,,TERESINA,1,0,PI,06718191000108,8632217886,6830,Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Notas -> Registro de Títulos e Documentos,Teresina,881,PROVIDO,Piauí,9,PI,8632210159,8632217886,ANATALIA GONÇALVES DE SAMPAIO PEREIRA
07.969-9,079699,1966-01-19,CENTRO,64001130,,TERESINA CARTORIO DO 5 OFICIO DE NOTAS,,cartoriodjalmaveloso@gmail.com,"RUA BARROSO, 91",,TERESINA,1,0,PI,06718159000122,,8114,Notas -> Protesto de Títulos -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Teresina,881,VAGO,Piauí,9,PI,8632216665,,MARIA DO AMPARO PORTELA LEAL DE ARAUJO
